STR Number,Hotel Name,Address 1,City,State,URL,Hotel Name Found,Hotel Website URL,Hotel Phone Number,Avg Rating,# Total Reviews,Hotel Local Ranking,Rating - Location,Rating - Cleanliness,Rating - Service,Rating - Value,GreenLeaders GreenPartner,Traveler's Choice,Property Amenities,Room Features,Room Types,Hotel Class,Hotel Style,Location Rating 1,Location Rating 1 Text,Location Rating 1 Detail,Location Rating 2,Location Rating 2 Text,Location Rating 2 Detail,Location Rating 3,Location Rating 3 Text,Location Rating 3 Detail,# 5 Star Ratings,# 4 Star Ratings,# 3 Star Ratings,# 2 Star Ratings,# 1 Star Ratings,# QAs,# Room Types,Popular Mentions
5935,Motel 6 Los Angeles - Van Nuys - North Hills,15711 Roscoe Blvd,North Hills,CA,https://www.tripadvisor.com/Hotel_Review-g32655-d240156-Reviews-Motel_6_North_Hills_CA_Van_Nuys_Los_Angeles-Los_Angeles_California.html,"Motel 6 North Hills, CA - Van Nuys - Los Angeles",,,2.5,48,#335 of 418 hotels in Los Angeles,2.4,2.6,2.9,2.7,FALSE,FALSE,"Free parking
Complimentary Instant Coffee
Kids stay free
Vending machine
Self-serve laundry
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Restaurant","Telephone
Flatscreen TV
Cable / satellite TV
Bath / shower
Housekeeping
Air conditioning",Non-smoking rooms,2.0,,41,Car recommended,Grade: 41 out of 100,39,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,2,5,16,10,15,2,3,
59067,Winn Quest Inn,3518 Eisenhauer Rd,San Antonio,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59119,The Park Motel Denison,803 4th Ave S,Denison,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59019,WilloughVale Inn & Cottages,793 Vt Route 5A,Orleans,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59738,Comfort Suites Biloxi Ocean Springs,14001 Big Ridge Rd,Biloxi,MS,https://www.tripadvisor.com/Hotel_Review-g43686-d1546107-Reviews-Comfort_Suites-Biloxi_Mississippi.html,Comfort Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235138292&geo=1546107&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380838&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb9JeqANdTXmx2V3q-IAZSwJknIzID74QLJFOjC2H2MDx&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1e0b59cf0d5f6d414048b4d94b7e79715_OWT,18336865819,4.5,123,#19 of 47 hotels in Biloxi,4.4,4.5,4.6,4.4,FALSE,FALSE,"Dry cleaning
Wifi
Parking
Self-serve laundry
Pool
Restaurant
Free parking
Vending machine
Golf course
Meeting rooms
24-hour front desk
Breakfast available
Express check-in / check-out
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Children Activities (Kid / Family Friendly)
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)
BBQ facilities","Desk
Sofa
Telephone
Refrigerator
Interconnected rooms available
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Complimentary toiletries
Housekeeping
Iron
Hair dryer
Air conditioning","Suites
Family rooms
Non-smoking rooms",2.5,"Quiet
Mid-range",,,,,,,,,,64,45,8,2,4,4,19,"front desk
great bed
room was clean"
59558,Baymont Inn & Suites Decatur,600 W Hale Ave,Decatur,TX,https://www.tripadvisor.com/Hotel_Review-g55725-d1723677-Reviews-Baymont_by_Wyndham_Decatur-Decatur_Texas.html,Baymont by Wyndham Decatur,,,4.5,433,#2 of 17 hotels in Decatur,4.7,4.6,4.5,4.5,FALSE,FALSE,"Indoor pool
Newspaper
Hot tub
Pets Allowed ( Dog / Pet Friendly )
Concierge
Dry cleaning
Babysitting
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Free parking
Vending machine
Banquet room
Meeting rooms
24-hour front desk
Express check-in / check-out
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)
BBQ facilities","Refrigerator
Flatscreen TV
Microwave
Kitchenette
Room service
Housekeeping
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",2.0,Modern,49,Car recommended,Grade: 49 out of 100,37,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,261,101,40,14,17,0,21,"have stayed here many times
great place to stay
hot tub
great room
courteous staff
room was clean
yogurt
the breakfast area
would stay again
desk clerk
biscuits
debbie
internet
texas
toiletries
refrigerator
repair
pet"
59918,La Quinta Inns & Suites Houston Bush Intercontinental Airport East,18201 Kenswick Dr,Humble,TX,https://www.tripadvisor.com/Hotel_Review-g56010-d1597508-Reviews-La_Quinta_Inn_Suites_by_Wyndham_Houston_Bush_Intl_Airpt_E-Humble_Texas.html,La Quinta Inn & Suites by Wyndham Houston Bush Intl Airpt E,,,4.0,579,#4 of 46 hotels in Humble,4.5,4.4,4.3,4.3,FALSE,FALSE,"Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Free airport transportation
Wifi
Parking
Self-serve laundry
Pool
Free shuttle or taxi services
Free parking
Meeting rooms
Bicycle rental
24-hour front desk
Shuttle bus service
Express check-in / check-out
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Flatscreen TV
Air conditioning
Housekeeping
Microwave","Suites
Family rooms
Non-smoking rooms",2.5,"Mid-range
Quiet",,,,,,,,,,283,150,77,32,37,16,36,"close to the airport
front desk
room was clean
shuttle service
next morning
yogurt
free airport shuttle
nice stay
business trip
enjoyed my stay
flight
iah
houston
delivery
bush
pets
microwave"
59357,Comfort Suites Sanford,1891 Bragg St,Sanford,NC,https://www.tripadvisor.com/Hotel_Review-g49512-d1479999-Reviews-Comfort_Suites-Sanford_North_Carolina.html,Comfort Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235136884&geo=1479999&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380838&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb_jSyqi7GVLj8fUsmuYw8czE0dNvmCCrG39KUKBP7FOF&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1457277d154cfa6eda391b9c31f4936d4_CK3,18443296587,4.0,95,#3 of 8 hotels in Sanford,4.4,4.6,4.4,4.3,FALSE,FALSE,"Indoor pool
Hot tub
Pets Allowed ( Dog / Pet Friendly )
Sauna
Dry cleaning
Wifi
Parking
Self-serve laundry
Pool
Tennis court
Free parking
Golf course
Meeting rooms
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Children Activities (Kid / Family Friendly)
Laundry service
Free breakfast
Spa
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Room service
Air conditioning
Microwave","Suites
Family rooms
Non-smoking rooms",2.0,Mid-range,,,,,,,,,,39,34,15,1,6,1,13,"front desk
nc"
59476,Santa Ynez Inn,3627 Sagunto St,Santa Ynez,CA,https://www.tripadvisor.com/Hotel_Review-g33056-d262951-Reviews-The_Genevieve-Santa_Ynez_California.html,The Genevieve,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=262951&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380838&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkdXNzGgHkI6EB28awpLSUETzC4v_ig3IhaN6JtpWw42VagoQ1Q63OdUPn5QcdP-mNw&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1807b9814c6441ceb55313be49dc17ec5_PF6,18056171265,5.0,799,#1 of 3 hotels in Santa Ynez,4.8,4.9,4.8,4.5,FALSE,TRUE,"Newspaper
Steam room
Hot tub
Happy hour
Outdoor fireplace
Wine / champagne
Complimentary tea
Couples massage
Breakfast in the room
Concierge
Wifi
Parking
Hiking
Bicycle tours
Baggage storage
Free parking
Massage
Horseback riding
Banquet room
Bicycle rental
Meeting rooms
24-hour front desk
Outdoor furniture
Breakfast buffet
Electric vehicle charging station
Gift shop
Private check-in / check-out
Free breakfast
Spa
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Complimentary toiletries
Bathrobes
Bottled water
Housekeeping
Air conditioning
Safe","Suites
Non-smoking rooms",4.0,Romantic,76,Somewhat walkable,Grade: 76 out of 100,15,Restaurants,within 0.3 miles,7,Attractions,within 0.3 miles,681,75,31,6,6,10,100,"wine tasting
wine country
steam shower
dessert hour
local wineries
gourmet breakfast
los olivos
the santa ynez valley
heated floors
wine passport
beautiful room
bed and breakfast
made to order breakfast
each evening
deluxe room
sy kitchen
beautiful property
romantic getaway
turn down service
the general manager
each morning
large bathroom"
59084,Apples Bed & Breakfast Inn,42430 Moonridge Rd,Big Bear Lake,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59521,Allegria Hotel & Spa,80 W Broadway,Long Beach,NY,https://www.tripadvisor.com/Restaurant_Review-g48078-d1880154-Reviews-Allegria_Hotel_Restaurant-Long_Beach_Long_Island_New_York.html,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,0,0,0,0,0,,,
59482,Wingate by Wyndham Lancaster PA Dutch Country,2110 Lincoln Hwy E,Lancaster,PA,https://www.tripadvisor.com/Hotel_Review-g52970-d1575786-Reviews-Inn_at_Lancaster_PA_Dutch_Country-Lancaster_Lancaster_County_Pennsylvania.html,Inn at Lancaster / PA Dutch Country,,,4.0,"1,631",#26 of 46 hotels in Lancaster,4.4,3.9,4.0,3.9,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Vending machine
Wifi
Parking
Meeting rooms
Water park offsite
24-hour front desk
Evening entertainment
Non-smoking hotel
Free High Speed Internet (WiFi)
Mini golf
Baggage storage","Desk
Refrigerator
Flatscreen TV
Microwave
Housekeeping
Iron
Air conditioning","Suites
Family rooms
Bridal suite
Non-smoking rooms",2.0,Quiet,58,Somewhat walkable,Grade: 58 out of 100,17,Restaurants,within 0.75 miles,7,Attractions,within 0.75 miles,596,475,279,128,153,7,68,"wingate by wyndham
dunkin donuts
nice stay
hot tub
coffee maker
the breakfast area
complimentary breakfast
dutch wonderland
wawa
microwave
outlets"
59991,Palace Inn Baytown @ TX-330 Spur & Rollingbrook,3810 Decker Dr,Baytown,TX,https://www.tripadvisor.com/Hotel_Review-g55456-d1484254-Reviews-Palace_Inn_Baytown-Baytown_Texas.html,Palace Inn Baytown,,,2.5,10,#29 of 33 hotels in Baytown,3.3,2.8,2.9,2.5,FALSE,FALSE,"Fitness Center with Gym / Workout Room
Babysitting
Wifi
Hot tub
Free breakfast
Pets Allowed ( Dog / Pet Friendly )
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Refrigerator
Kitchenette","Family rooms
Non-smoking rooms",2.5,,,,,,,,,,,1,2,1,1,5,0,1,
59810,Hampton by Hilton Inn Matamoras/Milford,122 Westfall Town Dr,Matamoras,PA,https://www.tripadvisor.com/Hotel_Review-g53127-d1469327-Reviews-Hampton_Inn_Matamoras_Milford-Matamoras_Pocono_Mountains_Region_Pennsylvania.html,Hampton Inn Matamoras/Milford,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139921816&geo=1469327&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380838&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb_dnFxVD8VO5EOImCZBaR_7EYfbUtZmtexBKY_C7S1RX&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=1463a8b7e8d53ee9a05aaa60eb9138647_pc0,0018556050317,4.5,876,#1 of 2 hotels in Matamoras,4.5,4.7,4.6,4.4,FALSE,FALSE,"Indoor pool
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Baggage storage
Free parking
Vending machine
Meeting rooms
24-hour front desk
Express check-in / check-out
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Flatscreen TV
Air conditioning
Safe
Microwave","Family rooms
Non-smoking rooms",3.0,Business,46,Car recommended,Grade: 46 out of 100,11,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,597,193,46,18,22,12,73,"the breakfast area
nice hotel
room was clean
stay there again
front desk staff
inns
wedding"
58919,FOUND San Diego,505 W Grape St,San Diego,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59120,"The Chatwal, A Luxury Collection Hotel, New York",128-134 W 44th St,New York,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59551,Gold Country Hotel & Casino,4020 Olive Hwy,Oroville,CA,https://www.tripadvisor.com/Hotel_Review-g32836-d572697-Reviews-Gold_Country_Casino_Resort-Oroville_California.html,Gold Country Casino Resort,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=572697&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380838&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkWubpCJEhJG-DRKlMKvdzMpn7rDu_jbVmWf0viHFlZM2GtKHJsBOxUcKfjgEA-4G-w&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=169dae4b31f1e116fc4f11955e5dcb005_EFR,0018555445340,4.5,258,#2 of 10 hotels in Oroville,4.1,4.5,4.4,4.4,FALSE,FALSE,"Billiards
Coffee shop
Newspaper
Casino and Gambling
Hot tub
Happy hour
Fishing
Evening entertainment
Ironing service
Bowling
Fence around pool
Wifi
24-hour security
Self-serve laundry
Hiking
Entertainment staff
ATM on site
Conference facilities
Baggage storage
Restaurant
Free parking
Vending machine
Horseback riding
Banquet room
Meeting rooms
Special diet menus
24-hour front desk
Convenience store
Express check-in / check-out
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Gift shop
Game room
Private check-in / check-out
Laundry service
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Shops","Flatscreen TV
VIP room facilities
Room service
Housekeeping
Air conditioning","Suites
Non-smoking rooms",3.0,Quiet,,,,,,,,,,151,69,12,16,10,15,54,"bowling alley
cafe
casino
slots
acorn
desk"
59275,Extended Stay America Select Suites Orlando - East,216 S Goldenrod Rd,Orlando,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59424,Firmdale Crosby Street Hotel,79 Crosby St,New York,NY,https://www.tripadvisor.com/Hotel_Review-g60763-d1572980-Reviews-Crosby_Street_Hotel-New_York_City_New_York.html,Crosby Street Hotel,,,5.0,912,#35 of 534 hotels in New York City,4.8,4.9,4.6,4.1,FALSE,FALSE,"Newspaper
Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Ironing service
Concierge
Breakfast in the room
Dry cleaning
Babysitting
Paid public parking on-site
Wifi
Parking
Doorperson
Baggage storage
Conference facilities
Restaurant
Meeting rooms
Currency exchange
24-hour front desk
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Shoeshine
Butler service
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Flatscreen TV
Laptop safe
Minibar
VIP room facilities
Bathrobes
Room service
Housekeeping
Hair dryer
Air conditioning
Safe
Fireplace","Suites
Family rooms
Bridal suite
Non-smoking rooms",5.0,"Romantic
Charming",100,Great for walkers,Grade: 100 out of 100,305,Restaurants,within 0.3 miles,244,Attractions,within 0.3 miles,761,108,30,9,4,17,100,"drawing room
floor to ceiling windows
honor bar
new york
concierge team
favorite hotel in nyc
water pressure
rooms are large
around the corner
lower manhattan
mini bar
soho
neighborhood"
5962,"Motel 6 Seattle, WA - Airport",16500 International Blvd,Seatac,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59297,The Florida Dolphin Motel,6801 Sunset Way,Saint Pete Beach,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59737,Comfort Inn & Suites Gordon Highway,2121 Noland Connector,Augusta,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59958,Radisson Campus Inn,100-114 Spring St,River Falls,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59796,Questhaven Inn,177-08 Liberty Ave,Jamaica,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59983,Days Inn & Suites Jeffersonville,350-354 Eastern Blvd,Clarksville,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59448,Savannah Bed & Breakfast Inn,115 W Gordon St,Savannah,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60262,La Quinta Inns & Suites Montgomery,10095 Chantilly Pkwy,Montgomery,AL,https://www.tripadvisor.com/Hotel_Review-g30712-d1724277-Reviews-La_Quinta_Inn_Suites_by_Wyndham_Montgomery-Montgomery_Alabama.html,La Quinta Inn & Suites by Wyndham Montgomery,,,4.0,87,#28 of 80 hotels in Montgomery,4.3,3.9,3.9,3.8,FALSE,FALSE,"Indoor pool
Shared lounge / TV area
Dry cleaning
Wifi
Children's television networks
Self-serve laundry
Pool
Baggage storage
Secured parking
Free parking
Highchairs available
Meeting rooms
24-hour front desk
Breakfast available
First aid kit
Convenience store
Express check-in / check-out
Photo copier / fax In business center
Business Center with Internet Access
Fitness Center with Gym / Workout Room
24-hour check-in
Kids stay free
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Soundproof rooms
Clothes rack
Blackout curtains
Allergy-free room
Housekeeping
Air conditioning","Suites
Family rooms
Non-smoking rooms",2.5,"Mid-range
Quiet",40,Car recommended,Grade: 40 out of 100,21,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,44,14,9,8,12,0,9,"unheated pool
stay free
deluxe room
quick weekend
great place to stay
i highly recommend this hotel
the general manager
stay there again
housekeeping staff
one night stay
beds were comfortable
convenient location
nice hotel
cleanliness
interstate
downtown"
60290,Quality Inn & Suites Groesbeck,1012 N Ellis St,Groesbeck,TX,https://www.tripadvisor.com/Hotel_Review-g55934-d1526327-Reviews-Quality_Inn_and_Suites-Groesbeck_Texas.html,Quality Inn and Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235133384&geo=1526327&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380842&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb4Cci6IcpoX4aPZJH23SikjAT-MlbTDjFuKi3onRykdh&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=10795e16a6e5fe24600bc010dd1c0fc60_fBM,18559383012,3.5,36,#1 of 2 hotels in Groesbeck,4.3,3.8,3.8,3.9,FALSE,FALSE,"Hot tub
Pets Allowed ( Dog / Pet Friendly )
Sauna
Dry cleaning
Wifi
Parking
Self-serve laundry
Pool
Tennis court
Baggage storage
Free parking
Massage
Golf course
Meeting rooms
Breakfast available
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Free breakfast
Spa
Non-smoking hotel
Free High Speed Internet (WiFi)
BBQ facilities","Desk
Refrigerator
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Kitchenette
Iron
Hair dryer
Air conditioning","Suites
Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,,,,,,,,,,16,7,4,5,4,1,5,
59544,Ocean Holiday Motel,205 N Fort Lauderdale Beach Blvd,Fort Lauderdale,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60149,Hampton by Hilton Inn & Suites Hartford/Farmington,301 Colt Hwy,Farmington,CT,https://www.tripadvisor.com/Hotel_Review-g33782-d1563894-Reviews-Hampton_Inn_Suites_Hartford_Farmington-Farmington_Connecticut.html,Hampton Inn & Suites Hartford/Farmington,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139924777&geo=1563894&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380843&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb2Zrcohk83tBcCBLnqm6Ojr1qxpvRVLDnNzTa66JxP8Z&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=19e03f9dd8250fde496584718df01b852_aE9,18556050317,4.5,818,#1 of 6 hotels in Farmington,4.6,4.6,4.6,4.5,FALSE,FALSE,"Indoor pool
Hot tub
Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Conference facilities
Baggage storage
Free parking
Pool / beach towels
Golf course
Banquet room
Meeting rooms
24-hour front desk
Breakfast available
Shuttle bus service
Express check-in / check-out
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Free breakfast
Spa
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Refrigerator
Flatscreen TV
Air conditioning
Private bathrooms","Suites
Family rooms
Non-smoking rooms",3.0,"Family
Modern",,,,,,,,,,553,158,55,20,32,5,73,"room was clean
hot tub
very nice hotel
front desk staff
king suite
breakfast was delicious
free breakfast
yogurt
would stay again
inns
lobby
accommodations
highway
microwave
hallway"
59900,Palace Inn Porter,24085 Highway 59,Porter,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59508,Vacations By The Sea,1600 W Ocean Ave,Westport,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59559,Bluff View Inn Bed & Breakfast,411 E 2nd St,Chattanooga,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59367,Holiday Inn Express & Suites Harrisburg West,2055 Technology Pky,Mechanicsburg,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59336,Hampton by Hilton Inn & Suites Parsippany/North,3737 US Highway 46,Parsippany,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60313,Comfort Suites Medical Center Near Six Flags,5130 Vantage Way,San Antonio,TX,https://www.tripadvisor.com/Hotel_Review-g60956-d1674220-Reviews-Comfort_Suites_Medical_Center_near_Six_Flags-San_Antonio_Texas.html,Comfort Suites Medical Center near Six Flags,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235135540&geo=1674220&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380843&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb0z2FJtaJLvVVa6oUI067vj1Xxm_EliuiaCFx_tWY3kL&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1863932c4b24666ad0674fcabdbd51b09_Het,18447541985,4.0,196,#166 of 399 hotels in San Antonio,4.3,4.0,4.0,4.2,FALSE,FALSE,"Indoor pool
Hot tub
Dry cleaning
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Free parking
Golf course
Meeting rooms
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Flatscreen TV
Telephone
Refrigerator
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Housekeeping
Iron
Hair dryer
Air conditioning
Safe","Suites
Non-smoking rooms",2.5,"Mid-range
Quiet",45,Car recommended,Grade: 45 out of 100,50,Restaurants,within 0.75 miles,3,Attractions,within 0.75 miles,77,53,28,19,19,1,37,"beds were comfortable
stayed for one night
the room was nice
king suite
ac"
